ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
691,خرده فروشي سکه طلا,۰۴۶۷۵۰۷۲۰۸,محسن توکلي,۸۸۷۲۶۷۲۶,,"آدرس:  ميدان  آرژانتين  جنب  بانک  پارسيان  پاساژآفريقا
پلاک  آبی:  ۲۱
کد  پستی:  ۱۵۱۳۹۱۴۵۱۴"
692,خرده فروشي سکه طلا,۰۴۶۷۲۴۵۹۹۲,مجيد رمضاني,۶۶۷۵۰۷۴۳,۶۶۷۵۰۷۴۵,"آدرس:  خيابان  فردوسي  شمالي  جنب  چهارراه  کوشک
پلاک  آبی:  ۴۴۳
کد  پستی:  ۱۱۴۵۶۸۳۱۶۷"
693,خرده فروشي سکه طلا,۰۴۶۶۸۵۶۰۳۹,محمد رشيديان جي,۴۴۲۲۸۳۳۲,,"آدرس:  خيابان  ستارخان  مجتمع  تجاري  شب  تاب
پلاک  آبی:  ۷۵۷
کد  پستی:  ۱۴۵۱۶۳۳۸۵۸"
694,خرده فروشي سکه طلا,۰۴۶۶۸۰۵۵۶۶,فرامرز اکبري هنجني,۴۴۰۳۵۲۰۶,,"آدرس:  اتوبان  ستاري  نبش  پيامبر  مجتمع  تجاري  کورش  منفي  يک
پلاک  آبی:  ۴
کد  پستی:  ۱۴۷۳۶۱۳۱۳۷"
695,خرده فروشي سکه طلا,۰۴۶۶۸۴۸۳۸۷,منصور عبدي,۶۶۷۳۶۶۶۴,,"آدرس:  خيابان  فردوسي  نبش  منوچهري  جنب  پاساژکيهاني
پلاک  آبی:  ۲۱۹
کد  پستی:  ۱۱۴۵۶۱۳۱۳۸"
696,خرده فروشي سکه طلا,۰۳۳۶۴۲۸۹۰۱,همت همتي,۶۶۷۳۹۹۲۹,,"آدرس:  خيابان  جمهوري  اسلامي  بعد  از  خيابان  ۳۰  تير  پاساژ  آرمان
پلاک  آبی:  ۵۴۰
کد  پستی:  ۱۱۳۵۸۵۶۷۴۷"
697,خرده فروشي سکه طلا,۰۴۶۷۷۲۱۶۰۸,مهدي بکند,۴۶۱۱۷۲۴۷,۴۶۱۱۷۴۴۸,"آدرس:  شهرک  گلستان  خيابان  امير  کبير  پاساژ  برليان
پلاک  آبی:  ۱۲۵
کد  پستی:  ۱۴۹۴۸۱۴۷۶۱"
698,خرده فروشي سکه طلا,۰۴۶۷۴۵۴۱۰۹,ناصر صفرزاده,۳۳۹۴۷۵۲۳,,"آدرس:  خيابان  فردوسي  بالاترازچهارراه  استانبول  نرسيده  به  منوچهري
پلاک  آبی:  ۳۰۳
کد  پستی:  ۱۱۴۵۸۱۸۷۳۳"
699,خرده فروشي سکه طلا,۰۴۶۸۰۳۳۰۹۷,سيدحسين سيدحسيني,۵۵۷۷۴۸۱۹,,"آدرس:  امامزاده  حسن  (امين  الملک)  پاساژطلاي  مهر
پلاک  آبی:  ۳۰۷
کد  پستی:  ۱۳۵۸۸۱۴۱۷۶"
700,خرده فروشي سکه طلا,۰۴۶۷۳۲۴۲۸۸,محمد کوشافر,۲۲۲۵۳۷۹۳,,"آدرس:  ميرداماد  نرسيده  به  ميدان  مادر  پاساژ  آرش
پلاک  آبی:  ۹۴
کد  پستی:  ۱۵۴۷۹۳۴۴۱۴"
701,خرده فروشي سکه طلا,۰۴۳۰۹۳۵۸۸۰,حميد طيبي,۶۶۷۳۵۱۰۳,,"آدرس:  خيابان  جمهوري  اسلامي  روربروي  سفارت  انگليس  پاساژ  آرمان
پلاک  آبی:  ۴۹۴
کد  پستی:  ۱۱۳۵۸۵۶۷۶۱"
702,خرده فروشي سکه طلا,۰۴۶۷۷۹۰۹۷۹,شهاب الدين فيلسوف,۳۳۹۰۷۲۳۳,,"آدرس:  خيابان  ناصر  خسرو  سراي  صديق(امدادگران)
پلاک  آبی:  ۷
کد  پستی:  ۱۱۱۶۹۱۴۶۷۵"
703,خرده فروشي سکه طلا,۰۴۲۴۴۴۲۴۲۱,محمدحسين درويشي,۲۲۰۹۶۰۹۲,,"آدرس:  بلوارسعادت  آباد  نبش  کوچه  هجدهم
پلاک  آبی:  ۳۹
کد  پستی:  ۱۹۹۷۹۸۶۳۸۳"
704,خرده فروشي سکه طلا,۰۱۳۵۱۲۲۵۰۳,اسفنديار مقصودي,۵۵۶۱۸۳۲۳,,"آدرس:  خيابان  پانزده  خرداد  بازار  بزرگ  پله  آهني  سمت  راست
پلاک  آبی:
کد  پستی:  ۱۱۶۱۶۵۵۹۱۶"
705,خرده فروشي سکه طلا,۰۴۶۶۲۶۸۰۴۸,اصلان  تقوي قلعه,۶۶۷۰۸۷۸۰,,"آدرس:  خيابان  جمهوري  نرسيده  به  چهاراره  استانبول
پلاک  آبی:  ۴۴۴
کد  پستی:  ۱۱۳۵۹۳۵۹۱۴"
706,خرده فروشي سکه طلا,۰۲۰۴۱۴۸۱۱۴,جعفر ايماني,۶۶۷۰۴۲۹۳,۶۶۷۱۵۰۳۳,"آدرس:  خيابان  فردوسي  مقابل  سفارت  ترکيه
پلاک  آبی:  ۱۵۲
کد  پستی:  ۱۱۳۵۹۳۷۵۵۳"
707,خرده فروشي سکه طلا,۰۴۶۷۴۱۳۹۲۱,حسين رجبي حيدر پرندي,۶۶۴۳۶۱۳۷,۶۶۷۱۵۰۳۳,"آدرس:  خيابان  رودکي  نبش  آذربايجان  پاساژ  روما
پلاک  آبی:  ۶۹۷
کد  پستی:  ۱۳۴۵۷۳۶۸۳۱"
708,خرده فروشي سکه طلا,۰۴۶۷۸۷۵۵۹۳,حميدرضا رمضاني,۶۶۷۳۹۷۹۱,,"آدرس:  خيابان  فردوسي  بالاتراز  چهارراه  کوشک
پلاک  آبی:  ۴۴۱
کد  پستی:  ۱۱۴۵۶۸۳۱۶۶"
709,خرده فروشي سکه طلا,۰۴۶۷۲۹۱۴۳۷,داود خداداد,۷۷۴۱۸۴۳۰,,"آدرس:  تهران  نو  خيابان  بلال  حبشي
پلاک  آبی:  ۱۱۵
کد  پستی:  ۱۷۴۴۷۶۳۳۱۴"
710,خرده فروشي سکه طلا,۰۴۶۶۹۳۳۵۷۶,سعيد محمودي,۵۵۶۲۰۴۹۰,,"آدرس:  خيابان  پانزده  خرداد  بازاربزرگ  پاساژگلدسنتر
پلاک  آبی:  ۶۷
کد  پستی:  ۱۱۶۱۷۵۷۷۴۷"
711,خرده فروشي سکه طلا,۰۴۶۷۷۷۷۴۳۹,سهراب ملکي,۷۷۸۸۰۹۸۵,,"آدرس:  تهرانپارس  بالاتر  از  فلکه  دوم  نبش  خيابان  ۱۸۲  غربي
پلاک  آبی:  ۲۷۶
کد  پستی:  ۱۶۵۳۸۹۹۳۱۸"
712,خرده فروشي سکه طلا,۰۴۶۷۱۰۱۶۰۵,غلامرضا جمهري,۲۲۲۲۸۳۹۹,۲۲۲۲۸۳۹۹,"آدرس:  ميرداماد  ميدان  محسني  خيابان  شهيد  شاه  نظري  مرکز  خريد  مادر
پلاک  آبی:  ۶
کد  پستی:  ۱۵۴۵۹۴۵۶۱۷"
713,خرده فروشي سکه طلا,۰۴۶۷۴۵۹۶۳۶,محسن معيني,۵۵۶۰۱۱۲۰,۲۲۲۲۸۳۹۹,"آدرس:  بازار  زرگرها  بازار  صحافها
پلاک  آبی:  ۳۲
کد  پستی:  ۱۱۶۱۷۶۴۸۱۷"
714,خرده فروشي سکه طلا,۰۴۶۷۷۲۱۵۴۲,محمد اميري,,۲۲۲۲۸۳۹۹,"آدرس:  ۱۵  خرداد  سبزه  ميدان  ساختمان  بيمه
پلاک  آبی:  ۸۳۴
کد  پستی:  ۱۱۶۱۷۶۳۳۳۷"
715,خرده فروشي سکه طلا,۰۴۶۷۸۹۰۷۱۰,علي روزبهاني,۸۸۰۸۴۶۳۷,۲۲۲۲۸۳۹۹,"آدرس:  شهرک  غرب  خيابان  ايران  زمين  پاساژ  گلستان
پلاک  آبی:  ۱۱۷
کد  پستی:  ۱۴۶۵۸۱۳۱۳۸"
716,خرده فروشي سکه طلا,۰۴۶۶۹۲۹۲۹۹,فريدون مجاوري,۲۶۷۵۰۹۹۳,,"آدرس:  پاسداران  ميدان  هروي  نبش  خيابان  نازک  مجتمع  هروي  سنتر
پلاک  آبی:  ۲
کد  پستی:  ۱۶۶۹۶۱۴۱۸۱"
717,خرده فروشي سکه طلا,۰۴۶۷۵۴۷۹۳۷,مهدي حبيبي مفرح,۴۴۴۹۸۵۹۱,,"آدرس:  ميدان  پونک  مجتمع  بوستان  راهروي  شبنم  يک
پلاک  آبی:  ۶۰۱
کد  پستی:  ۱۴۷۶۸۹۵۴۸۴"
718,خرده فروشي سکه طلا,۰۴۶۷۹۹۳۹۰۸,محمدرضا اسحق زاده,۷۷۹۷۴۷۹۵,,"آدرس:  خيابان  آيت  ضلع  جنوب  غربي  ميدان  نبوت  مجتمع  تجاري  سون  سنتر
پلاک  آبی:  ۵۳۶
کد  پستی:  ۱۶۴۸۸۵۴۵۱۱"
719,خرده فروشي سکه طلا,۰۴۶۶۸۸۷۴۹۹,يوسف باقريان سهزابي,۴۴۶۰۷۸۳۶,,"آدرس:  جنت  آباد  مرکزي  خيابان  دانش  بالاتر  از  همت  برج  طوبي
پلاک  آبی:  ۱۹۵
کد  پستی:  ۱۴۷۵۶۳۸۷۹۳"
720,خرده فروشي سکه طلا,۰۴۶۷۶۹۰۲۸۶,مصطفي ابره دري,۶۶۷۴۲۰۵۱,,"آدرس:  خيابان  انقلاب  نرسيده  به  ميدان  فردوسي  جنب  بانک  رفاه  مرکز  خريد  فردوسي
پلاک  آبی:  ۷۹۲
کد  پستی:  ۱۱۳۱۹۶۳۶۹۹"
721,خرده فروشي سکه طلا,۰۴۶۷۰۸۲۸۲۵,فرشته  زاري,۷۷۵۴۷۵۸۶,,"آدرس:  خيابان  نامجو  نرسيده  به  ميدان  نامجو  جنب  ايستگاه  اتوبوس
پلاک  آبی:  ۱۰۵۶
کد  پستی:  ۱۶۱۴۶۷۶۳۱۷"
722,خرده فروشي سکه طلا,۰۴۶۷۸۳۰۰۷۲,مهدي احمدي,۴۴۲۰۶۶۲۵,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  بلوار  شهداي  جنوبي  جنب  بانک  آينده
پلاک  آبی:  ۵۵
کد  پستی:  ۱۴۵۱۷۹۳۶۷۷"
723,خرده فروشي سکه طلا,۰۱۳۵۱۱۵۰۷۷,احمد ستاره,۶۶۷۰۲۸۷۷,,"آدرس:  خيابان  جمهوري  روبروي  خيابان  بابي  ساندز  پاساژ  آرمان
پلاک  آبی:  ۴۹۴
کد  پستی:  ۱۱۳۵۸۵۶۷۴۱"
724,خرده فروشي سکه طلا,۰۴۶۷۸۰۱۸۸۰,اسماعيل شفاعتي,۶۶۷۶۳۱۹۰,,"آدرس:  ضلع  جنوب  غربي  ميدان  فردوسي  جنب  بانک  رفاه  مرکز  خريد  فردوسي
پلاک  آبی:  ۷۹۲
کد  پستی:  ۱۱۳۱۹۶۳۷۷۲"
725,خرده فروشي سکه طلا,۰۴۶۷۹۷۱۲۰۳,پوريا عسگري,۷۷۴۸۲۰۱۰,,"آدرس:  تهران  نو  خيابان  دماوند  خيابان  بلال  حبشي  نبش  کوچه  مولوي
پلاک  آبی:  ۲۳۴
کد  پستی:  ۱۷۴۴۷۳۳۵۶۳"
726,خرده فروشي سکه طلا,۰۴۱۴۵۶۲۰۰۳,اميرحسين قاسمي شهرياري,۶۶۸۳۵۴۰۵,,"آدرس:  خيابان  رودکي  بالاتر  از  هاشمي  پاساژالماس  طبقه  زيرين
پلاک  آبی:  ۵
کد  پستی:  ۱۳۴۶۶۶۵۴۱۹"
727,خرده فروشي سکه طلا,۰۴۶۷۵۸۴۱۲۹,آرزو رحيمي نيا,۴۶۱۰۶۸۰۰,,"آدرس:  شهرک  گلستان  بلوار  اميرکبيرپاساژطلابرليان
پلاک  آبی:  ۱۲۵
کد  پستی:  ۱۴۹۴۸۱۴۷۵۴"
728,خرده فروشي سکه طلا,۰۴۶۶۹۱۱۴۴۳,حسين هفت لنگي,۲۲۸۸۱۶۲۳,,"آدرس:  خيابان  شريعتي  بالاتر  از  سيد  خندان
پلاک  آبی:  ۹۸۶
کد  پستی:  ۱۵۴۱۹۹۶۵۱۵"
729,خرده فروشي سکه طلا,۰۴۶۶۷۴۶۷۱۹,حميدرضا شمسيان,۲۲۵۱۹۴۰۸,,"آدرس:  خيابان  استاد  حسن  بنا  بالاتر  از  ميدان  ملت  جنب  بانک  مسکن  مجتمع  تجاري  پديده  طبقه  همکف
پلاک  آبی:  ۷۸۷
کد  پستی:  ۱۶۷۳۸۴۳۱۳۴"
730,خرده فروشي سکه طلا,۰۴۶۶۹۳۶۱۵۹,داود سعيدي,۸۸۰۸۹۵۱۹,,"آدرس:  شهرک  غرب  بلوارپونک  غربي  خيابان  درختي  مرکزخريدسپهر
پلاک  آبی:  ۶۳
کد  پستی:  ۱۴۶۸۸۱۳۳۶۷"
731,خرده فروشي سکه طلا,۰۴۶۷۵۶۹۰۵۳,سعيد نکوئي,۵۵۱۶۰۲۶۵,۵۵۱۶۳۷۵۹,"آدرس:  خيابان  پانزده  خرداد  سبزه  ميدان  پاساژ  خازني
پلاک  آبی:  ۸۴۸
کد  پستی:  ۱۱۶۱۸۳۷۵۴۵"
732,خرده فروشي سکه طلا,۰۴۶۷۴۱۲۰۶۵,سيد حسين بني هاشمي کهنگي,۷۷۷۶۱۸۶۱,,"آدرس:  تهرانپارس  فلکه  دوم  تهرانپارس  پاساژ  پارسيان
پلاک  آبی:  ۲۱۱
کد  پستی:  ۱۶۵۴۶۹۸۱۴۳"
733,خرده فروشي سکه طلا,۰۴۶۶۹۶۱۶۳۲,حسن باقرزاده تبريزي,۹۲۱۹۲۵,۶۶۹۲۱۹۲۵,"آدرس:  خيابان  آذربايجان  چهارراه  رودکي  پاساژ  روما
پلاک  آبی:  ۶۹۵
کد  پستی:  ۱۳۴۵۷۳۶۸۱۹"
734,خرده فروشي سکه طلا,۰۴۱۷۸۱۳۶۵۵,فرتاش نوعي,۲۲۳۵۹۱۰۲,۲۲۱۳۶۸۴۳,"آدرس:  سعادت  آباد  ميدان  کاج  علامه  شمالي  نبش  ۱۸  شرقي  مجتمع  علامه
پلاک  آبی:  ۵۳
کد  پستی:  ۱۹۹۷۸۵۵۳۹۴"
735,خرده فروشي سکه طلا,۰۴۶۷۰۸۸۰۲۴,مجيد حسيني,۶۶۲۲۴۵۳۷,۲۲۱۳۶۸۴۳,"آدرس:  شهرک  وليعصر  خيابان  ياران  پاساژتوحيد
پلاک  آبی:  ۹۰
کد  پستی:  ۱۳۷۳۸۱۳۴۴۹"
736,خرده فروشي سکه طلا,۰۴۶۷۶۹۷۷۸۵,کاظم مطهري,۵۵۵۹۸۲۰۵,۲۲۱۳۶۸۴۳,"آدرس:  خيابان  ۱۵  خرداد  زيرزمين  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۵۷"
737,خرده فروشي سکه طلا,۰۴۱۳۱۶۵۹۷۲,محمدحسن روحاني فر,۲۲۰۵۰۴۷۲,۲۲۶۵۸۲۵۲/۶۰,"آدرس:  خيابان  وليعصر  روبروي  پارک  ملت  برج  ملت
پلاک  آبی:  ۲۶۰۵
کد  پستی:  ۱۹۶۷۷۱۳۳۴۱"
738,خرده فروشي سکه طلا,۰۴۶۷۹۹۱۰۵۶,محمدحسن حسينمردي,۴۶۱۴۲۰۹۱,۲۲۶۵۸۲۵۲/۶۰,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  نبش  پاساژ  زرناب
پلاک  آبی:  ۱۱۴۴
کد  پستی:  ۱۴۵۱۷۹۳۹۱۳"
739,خرده فروشي سکه طلا,۰۴۶۷۴۲۹۰۰۴,مهدي کيادليري,۸۸۰۸۱۸۲۸,,"آدرس:  شهرک  قدس  بلواردادمان  خيابان  درختي  پاساژ  سپهر
پلاک  آبی:  ۱۵
کد  پستی:  ۱۴۶۸۸۱۳۳۷۴"
740,خرده فروشي سکه طلا,۰۴۶۷۵۴۴۳۷۳,ناصر نادري,۲۲۳۸۰۶۶۳,,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژابريشم
پلاک  آبی:  ۵
کد  پستی:  ۱۹۹۸۶۱۴۱۱۶"
741,خرده فروشي سکه طلا,۰۴۶۶۹۳۶۶۳۵,سيدمحمد ميرسعيدقاضي,۸۸۲۲۶۹۳۶,,"آدرس:  خيابان  ولي  عصر  تقاطع  طالقاني  مجتمع  نور  تهران
پلاک  آبی:  ۱۵۷۴
کد  پستی:  ۱۴۱۶۷۹۸۷۹۸"
742,خرده فروشي سکه طلا,۰۴۶۷۰۱۹۵۸۹,محمدرضا مشهدي غلامحسين محمدي,۲۲۸۵۰۴۳۴,,"آدرس:  خ  دکتر  شريعتي  بين  ميرداماد  وظفر  بالاترازپمپ  بنزين  داووديه
پلاک  آبی:  ۱۲۸۷
کد  پستی:  ۱۹۴۸۶۳۳۸۱۳"
743,خرده فروشي سکه طلا,۰۳۳۵۳۳۶۰۱۱,حميد قاره,۶۶۷۲۹۸۷۷,,"آدرس:  خيابان  فردوسي  روبروي  سفارت  ترکيه
پلاک  آبی:  ۱۵۴
کد  پستی:  ۱۱۳۵۹۳۷۵۵۱"
744,خرده فروشي سکه طلا,۰۴۶۷۲۲۷۸۹۱,عباس جوانيان,۶۶۷۱۶۷۹۲,,"آدرس:  خيابان  جمهوري  اسلامي  بعداز  خيابان  سي  تير  ساختمان  ۴۴۳
پلاک  آبی:  ۵۴۸
کد  پستی:  ۱۱۳۵۸۵۳۷۴۸"
745,خرده فروشي سکه طلا,۰۴۶۶۳۳۷۷۴۹,بهنام مرادي,۵۵۱۷۲۸۱۲,,"آدرس:  امامزاده  حسن  خيابان  امين  الملک  بازارچه  طلاي  مقدم  پلاک  ۳۱۹  همکف  واحد  ۱۴
پلاک  آبی:  ۱۴
کد  پستی:  ۱۳۵۸۸۱۴۳۵۵"
746,خرده فروشي سکه طلا,۰۴۶۷۶۷۰۹۸۱,امين تمجيدي,۸۸۳۷۶۶۵۷,,"آدرس:  شهرک  غرب  خيابان  فرحزادي  مجتمع  تجاري  شهرک  غرب
پلاک  آبی:  ۳
کد  پستی:  ۱۴۶۶۸۱۳۹۳۹"
747,خرده فروشي سکه طلا,۰۴۶۷۵۵۹۵۱۴,حاتم آذر پور,۵۵۵۹۸۷۹۰,,"آدرس:  خيابان  ۱۵خرداد  سبزه  ميدان  پاساژ  خازني
پلاک  آبی:  ۸۴۸
کد  پستی:  ۱۱۶۱۸۳۷۶۶۶"
748,خرده فروشي سکه طلا,۰۴۶۷۲۰۹۹۳۸,حسين بسام تولمي,۷۷۸۰۵۰۲۳,,"آدرس:  ميدان  نبوت  ضلع  شمال  شرقي  پاساژگاندي
پلاک  آبی:  ۵۶
کد  پستی:  ۱۶۴۹۶۱۳۱۲۴"
749,خرده فروشي سکه طلا,۰۴۶۸۰۱۳۹۶۵,رضا رسول پناه,۶۶۷۴۷۸۱۹,,"آدرس:  خيابان  انقلاب  از  طرف  ميدان  انقلاب  نرسيده  به  ميدان  فردوسي
پلاک  آبی:  ۷۹۶
کد  پستی:  ۱۱۳۱۹۶۳۷۶۶"
750,خرده فروشي سکه طلا,۰۴۶۷۲۲۱۲۳۳,سيدجواد کاظمي,۸۸۰۶۰۱۶۸,,"آدرس:  يوسف  آباد  پايين  ترازميدان  کلانتري
پلاک  آبی:  ۳۳۶
کد  پستی:  ۱۴۳۶۶۹۳۸۵۶"
751,خرده فروشي سکه طلا,۰۴۱۴۵۶۳۴۴۲,سيدمحراب برش نوردگله بردسري,۶۶۷۵۳۹۷۸,,"آدرس:  ميدان  فردوسي  جنب  بانک  رفاه  مرکز  خريد  فردوسي
پلاک  آبی:  ۹
کد  پستی:  ۱۱۳۱۹۶۳۶۹۷"
752,خرده فروشي سکه طلا,۰۴۶۶۷۹۰۳۲۰,حسين راسخي عزمي ثابت,۴۴۶۶۰۳۶۱,,"آدرس:  شهرک  اکباتان  فاز  يک  ساختمان  سوپر۵
پلاک  آبی:  ۲۸
کد  پستی:  ۱۳۹۴۹۴۳۱۶۹"
753,خرده فروشي سکه طلا,۰۲۰۴۱۴۹۲۲۹,اکبر صادقي,۳۳۹۹۲۴۲۱,,"آدرس:  خيابان  جمهوري  چهارراه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۷۱۶"
754,خرده فروشي سکه طلا,۰۳۷۵۷۸۴۷۱۶,سهراب ملکي ورکي,۶۶۷۱۲۲۳۹,,"آدرس:  خيابان  فردوسي  شمالي  بالاتر  از  شرکت  فرش
پلاک  آبی:  ۳۸۳
کد  پستی:  ۱۱۴۵۶۱۵۹۱۴"
755,خرده فروشي سکه طلا,۰۴۶۷۳۹۲۹۴۲,رحمن نوري,۳۳۹۰۳۹۲۶,۳۳۹۰۴۰۴۳,"آدرس:  خيابان  فردوسي  نبش  خيابان  منوچهري
پلاک  آبی:  ۲۱۰
کد  پستی:  ۱۱۴۵۸۳۴۶۶۷"
756,خرده فروشي سکه طلا,۰۴۶۷۷۹۸۶۹۱,رسول قلندري,۸۸۷۸۳۵۸۷,۳۳۹۰۴۰۴۳,"آدرس:  ميرداماد  ساختمان  اسکان
پلاک  آبی:  ۲۵۱۵
کد  پستی:  ۱۹۶۹۶۱۳۳۴۹"
757,خرده فروشي سکه طلا,۰۴۶۷۳۴۰۷۳۴,علي عبدي,۸۸۲۷۰۳۲۴,,"آدرس:  گيشا  کوي  نصر  بازار  بزرگ  نصر
پلاک  آبی:
کد  پستی:  ۱۴۴۶۶۱۳۹۶۵"
758,خرده فروشي سکه طلا,۰۴۶۷۵۴۴۴۰۸,عليرضا کدخدائي,۴۴۲۱۲۰۱۲,,"آدرس:  ستارخان  فلکه  اول  صادقيه  جنب  بانک  ملي
پلاک  آبی:  ۷۲۱
کد  پستی:  ۱۴۵۱۶۵۴۵۴۱"
759,خرده فروشي سکه طلا,۰۴۶۶۴۹۲۹۸۵,غلامرضا حاتمي,۴۴۲۶۳۴۲۷,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  صادقيه  پاساژ  وليعصر  پلاک  ۷۶۳  همکف  واحد  ۳۵
پلاک  آبی:  ۳۵
کد  پستی:  ۱۴۵۱۶۳۶۵۶۴"
760,خرده فروشي سکه طلا,۰۴۶۷۹۳۲۶۰۵,سيدحسين حسين زاده نصر آبادي,۸۸۳۷۸۲۰۰,,"آدرس:  شهرک  غرب  بلوار  فرحزادي  روبروي  ميلاد  نور  پاساژ  ستين  سنتر
پلاک  آبی:
کد  پستی:  ۱۴۶۶۸۱۳۰۲۵"
761,خرده فروشي سکه طلا,۰۴۶۷۹۷۸۸۴۰,محسن سليماني,۶۶۷۵۸۴۱۵,,"آدرس:  ميدان  فردوسي  ضلع  جنوب  غربي  پاساژمرکز  خريدفردوسي
پلاک  آبی:  ۷۹۲
کد  پستی:  ۱۱۳۱۹۶۳۶۹۱"
762,خرده فروشي سکه طلا,۱۱۱۴۹۴۶۸۶۵,محمدرضا شريف,۳۵۰۴۷۶۱۶,,"آدرس:  خيابان  ۱۵خرداد  کوچه  تکيه  دولت  پاساژتکيه  دولت
پلاک  آبی:  ۴۱
کد  پستی:  ۱۱۱۴۹۴۶۸۶۵"
763,خرده فروشي سکه طلا,۰۴۶۶۴۹۲۶۵۲,عليرضا نوروزي,۷۷۷۹۷۵۹۶,,"آدرس:  تهرانپارس  ميدان  رهبر  ۱۵  متري  چمران  پاساژ  گلشن  طبقه  زيرين
پلاک  آبی:  ۱۵
کد  پستی:  ۱۶۵۷۹۱۴۷۸۷"
764,خرده فروشي سکه طلا,۰۴۶۷۷۲۹۵۱۸,مهدي آزاد منجيري,۵۵۱۶۲۲۹۰,,"آدرس:  خيابان  ۱۵  خرداد  نبش  بازار  بزرگ
پلاک  آبی:  ۷۶۶
کد  پستی:  ۱۱۶۱۷۷۳۷۱۴"
765,خرده فروشي سکه طلا,۰۴۶۶۷۸۲۷۰۳,سيد روهام مهربان,۶۶۷۶۴۰۷۳,,"آدرس:  خيابان  جمهوري  نرسيده  به  چهارراه  استانبول  روبروي  بابي  ساندز  پاساژ  آرمان  طبقه  همکف
پلاک  آبی:  ۴۹۴
کد  پستی:  ۱۱۳۵۸۵۶۷۵۴"
766,خرده فروشي سکه طلا,۰۴۶۷۶۱۸۳۴۱,کورس اثباتي,۸۸۵۵۲۷۷۳,,"آدرس:  يوسف  آباد  خيابان  اسد  آبادي  بين  خيابان  ۱۳  و  ۱۵
پلاک  آبی:  ۱۱۳
کد  پستی:  ۱۴۳۳۶۷۳۱۱۵"
767,خرده فروشي سکه طلا,۰۴۶۷۸۶۴۹۸۲,هادي مهربان,۵۵۶۲۵۱۴۰,,"آدرس:  خيابان  پانزده  خرداد  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:  ۴۶
کد  پستی:  ۱۱۶۱۷۶۶۰۴۶"
768,خرده فروشي سکه طلا,۰۴۶۷۰۵۱۱۸۵,اصغر روزبهاني,۴۴۰۳۵۱۷۵,,"آدرس:  اتوبان  شهيدستاري  نبش  پيامبر  پاساژ  کورش
پلاک  آبی:
کد  پستی:  ۱۴۷۳۶۱۱۳۶۲"
769,خرده فروشي سکه طلا,۰۴۶۷۶۲۴۶۲۹,محمد معصومي زاده,۶۶۱۲۸۸۵۷,,"آدرس:  خيابان  رودکي  نبش  آذربايجان  پاساژ  روما
پلاک  آبی:  ۶۹۷
کد  پستی:  ۱۳۴۵۷۳۶۸۳۳"
770,خرده فروشي سکه طلا,۰۴۶۷۶۵۶۲۶۸,امير خادمان حاجي مرادي,۸۸۲۲۷۵۰۲,,"آدرس:  خيابان  ولي  عصر  تقاطع  طالقاني  مجتمع  نور  تهران
پلاک  آبی:  ۱۵۷۴
کد  پستی:  ۱۴۱۶۷۹۴۴۴۶"
771,خرده فروشي سکه طلا,۰۴۶۸۰۴۵۰۲۹,احمد قنبري,۸۸۷۸۳۹۵۲,۸۸۸۸۴۳۲۶,"آدرس:  خيابان  گاندي  بين  خيابان  ۱۸  و  ۲۰
پلاک  آبی:  ۱۱۴
کد  پستی:  ۱۵۱۷۹۵۴۵۱۹"
772,خرده فروشي سکه طلا,۰۴۶۶۲۹۰۸۷۲,بهزاد حاجي قاسمي,۸۶۰۳۴۸۹۵,,"آدرس:  خيابان  کريمخان  خيابان  شهيد  عضدي  کوچه  واعظي  پلاک  ۴  طبقه  اول  واحد  ۲جنوبي
پلاک  آبی:  ۴
کد  پستی:  ۱۵۹۸۷۸۳۵۱۱"
773,خرده فروشي سکه طلا,۰۴۶۷۷۳۲۵۸۶,حامد کشاورز,۴۶۱۲۴۱۱۲,,"آدرس:  جنت  آباد  جنوبي  نبش  کوچه  پنجم  پاساژ  الماس
پلاک  آبی:  ۶۹
کد  پستی:  ۱۴۷۳۹۴۳۰۷۵"
774,خرده فروشي سکه طلا,۰۲۰۴۱۴۹۲۲۹,اکبر صادقي,۳۳۹۹۲۴۲۱,,"آدرس:  خيابان  جمهوري  چهارراه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۷۱۶"
775,خرده فروشي سکه طلا,۰۳۷۵۷۸۴۷۱۶,سهراب ملکي ورکي,۶۶۷۱۲۲۳۹,,"آدرس:  خيابان  فردوسي  شمالي  بالاتر  از  شرکت  فرش
پلاک  آبی:  ۳۸۳
کد  پستی:  ۱۱۴۵۶۱۵۹۱۴"
